  9809     SPring-8 14b2 
 Fe-K_FePO4_Si1  20.05.26 16:04 - 20.05.26 16:08
 FePO4                                                                           
 Ring :   8.0 GeV    99.5 mA -   99.6 mA
 Mono :   SI(111)       D=  3.13551 A    Initial angle= 17.07739 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 4415
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       16.95500  13.23500    -0.000850       0.05      4415
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3
      Mode         0         0         1         2
    Offset         0         0    47.200   101.900
  15.59245  15.61110     0.050     32803     11452
  15.59160  15.61016     0.050     32808     11456
  15.59075  15.60924     0.050     32809     11466
  15.58990  15.60830     0.050     32807     11478
  15.58905  15.60740     0.050     32814     11480
  15.58820  15.60655     0.050     32815     11491
  15.58735  15.60574     0.050     32819     11504
  15.58650  15.60499     0.050     32819     11513
  15.58565  15.60427     0.050     32822     11516
  15.58480  15.60354     0.050     32821     11526
  15.58395  15.60278     0.050     32823     11533
  15.58310  15.60195     0.050     32819     11542
  15.58225  15.60102     0.050     32828     11550
  15.58140  15.60009     0.050     32828     11556
  15.58055  15.59917     0.050     32829     11570
  15.57970  15.59823     0.050     32832     11578
  15.57885  15.59734     0.050     32836     11587
  15.57800  15.59649     0.050     32841     11593
  15.57715  15.59567     0.050     32837     11603
  15.57630  15.59493     0.050     32833     11611
  15.57545  15.59421     0.050     32840     11617
  15.57460  15.59346     0.050     32840     11626
  15.57375  15.59271     0.050     32845     11637
  15.57290  15.59187     0.050     32843     11641
  15.57205  15.59094     0.050     32851     11654
  15.57120  15.59001     0.050     32851     11658
  15.57035  15.58908     0.050     32853     11666
  15.56950  15.58815     0.050     32857     11679
  15.56865  15.58726     0.050     32854     11686
  15.56780  15.58642     0.050     32860     11691
  15.56695  15.58561     0.050     32854     11703
  15.56610  15.58487     0.050     32859     11711
  15.56525  15.58416     0.050     32866     11719
  15.56440  15.58343     0.050     32862     11726
  15.56355  15.58266     0.050     32867     11734
  15.56270  15.58182     0.050     32879     11744
  15.56185  15.58089     0.050     32869     11750
  15.56100  15.57996     0.050     32862     11755
  15.56015  15.57903     0.050     32872     11759
  15.55930  15.57809     0.050     32876     11777
  15.55845  15.57721     0.050     32866     11779
  15.55760  15.57636     0.050     32879     11785
  15.55675  15.57556     0.050     32887     11798
  15.55590  15.57483     0.050     32884     11800
  15.55505  15.57411     0.050     32874     11807
  15.55420  15.57337     0.050     32886     11821
  15.55335  15.57260     0.050     32889     11831
  15.55250  15.57175     0.050     32877     11827
  15.55165  15.57081     0.050     32883     11841
  15.55080  15.56988     0.050     32899     11848
  15.54995  15.56895     0.050     32896     11853
  15.54910  15.56801     0.050     32891     11857
  15.54825  15.56712     0.050     32899     11868
  15.54740  15.56628     0.050     32891     11875
  15.54655  15.56548     0.050     32894     11880
  15.54570  15.56475     0.050     32899     11887
  15.54485  15.56403     0.050     32896     11898
  15.54400  15.56328     0.050     32895     11898
  15.54315  15.56252     0.050     32902     11906
  15.54230  15.56165     0.050     32908     11914
  15.54145  15.56071     0.050     32909     11921
  15.54060  15.55979     0.050     32902     11929
  15.53975  15.55885     0.050     32921     11934
  15.53890  15.55792     0.050     32910     11939
  15.53805  15.55706     0.050     32910     11942
  15.53720  15.55622     0.050     32910     11950
  15.53635  15.55542     0.050     32928     11960
  15.53550  15.55470     0.050     32917     11964
  15.53465  15.55398     0.050     32916     11968
  15.53380  15.55324     0.050     32929     11981
  15.53295  15.55247     0.050     32931     11983
  15.53210  15.55159     0.050     32924     11987
  15.53125  15.55065     0.050     32926     11997
  15.53040  15.54972     0.050     32925     12002
  15.52955  15.54879     0.050     32933     12006
  15.52870  15.54786     0.050     32933     12013
  15.52785  15.54699     0.050     32935     12018
  15.52700  15.54616     0.050     32935     12023
  15.52615  15.54537     0.050     32931     12030
  15.52530  15.54465     0.050     32942     12037
  15.52445  15.54393     0.050     32940     12037
  15.52360  15.54319     0.050     32932     12038
  15.52275  15.54241     0.050     32952     12050
  15.52190  15.54152     0.050     32943     12053
  15.52105  15.54058     0.050     32942     12057
  15.52020  15.53965     0.050     32948     12066
  15.51935  15.53871     0.050     32956     12070
  15.51850  15.53778     0.050     32952     12075
  15.51765  15.53692     0.050     32950     12080
  15.51680  15.53608     0.050     32962     12090
  15.51595  15.53530     0.050     32965     12093
  15.51510  15.53458     0.050     32957     12098
  15.51425  15.53386     0.050     32966     12103
  15.51340  15.53311     0.050     32972     12114
  15.51255  15.53233     0.050     32964     12118
  15.51170  15.53143     0.050     32963     12119
  15.51085  15.53049     0.050     32980     12131
  15.51000  15.52957     0.050     32971     12129
  15.50915  15.52863     0.050     32970     12136
  15.50830  15.52771     0.050     32983     12142
  15.50745  15.52685     0.050     32985     12147
  15.50660  15.52602     0.050     32978     12151
  15.50575  15.52525     0.050     32978     12160
  15.50490  15.52454     0.050     32989     12166
  15.50405  15.52381     0.050     32971     12167
  15.50320  15.52306     0.050     32988     12176
  15.50235  15.52226     0.050     32992     12179
  15.50150  15.52136     0.050     32993     12187
  15.50065  15.52042     0.050     32983     12187
  15.49980  15.51950     0.050     32993     12199
  15.49895  15.51855     0.050     32995     12203
  15.49810  15.51764     0.050     32997     12205
  15.49725  15.51679     0.050     32992     12212
  15.49640  15.51596     0.050     33008     12220
  15.49555  15.51519     0.050     32996     12220
  15.49470  15.51448     0.050     33005     12226
  15.49385  15.51375     0.050     33007     12240
  15.49300  15.51299     0.050     33003     12238
  15.49215  15.51219     0.050     32999     12237
  15.49130  15.51128     0.050     33005     12251
  15.49045  15.51033     0.050     33007     12251
  15.48960  15.50940     0.050     33003     12256
  15.48875  15.50846     0.050     33008     12259
  15.48790  15.50756     0.050     33012     12269
  15.48705  15.50671     0.050     33018     12275
  15.48620  15.50589     0.050     33015     12277
  15.48535  15.50513     0.050     33020     12283
  15.48450  15.50442     0.050     33022     12292
  15.48365  15.50369     0.050     33017     12295
  15.48280  15.50294     0.050     33022     12294
  15.48195  15.50213     0.050     33027     12305
  15.48110  15.50122     0.050     33036     12312
  15.48025  15.50028     0.050     33020     12311
  15.47940  15.49936     0.050     33028     12321
  15.47855  15.49842     0.050     33035     12329
  15.47770  15.49752     0.050     33030     12328
  15.47685  15.49666     0.050     33035     12336
  15.47600  15.49584     0.050     33037     12344
  15.47515  15.49509     0.050     33035     12347
  15.47430  15.49438     0.050     33043     12346
  15.47345  15.49364     0.050     33046     12354
  15.47260  15.49289     0.050     33041     12359
  15.47175  15.49207     0.050     33048     12364
  15.47090  15.49115     0.050     33057     12373
  15.47005  15.49022     0.050     33049     12377
  15.46920  15.48929     0.050     33052     12383
  15.46835  15.48835     0.050     33061     12391
  15.46750  15.48746     0.050     33056     12388
  15.46665  15.48661     0.050     33051     12397
  15.46580  15.48579     0.050     33055     12403
  15.46495  15.48504     0.050     33057     12404
  15.46410  15.48432     0.050     33063     12416
  15.46325  15.48358     0.050     33061     12416
  15.46240  15.48282     0.050     33065     12424
  15.46155  15.48200     0.050     33061     12427
  15.46070  15.48107     0.050     33068     12434
  15.45985  15.48013     0.050     33074     12444
  15.45900  15.47920     0.050     33069     12445
  15.45815  15.47826     0.050     33068     12450
  15.45730  15.47737     0.050     33068     12455
  15.45645  15.47653     0.050     33074     12461
  15.45560  15.47572     0.050     33077     12463
  15.45475  15.47497     0.050     33076     12474
  15.45390  15.47427     0.050     33075     12476
  15.45305  15.47353     0.050     33084     12480
  15.45220  15.47277     0.050     33082     12488
  15.45135  15.47194     0.050     33078     12491
  15.45050  15.47101     0.050     33086     12498
  15.44965  15.47008     0.050     33087     12500
  15.44880  15.46915     0.050     33088     12511
  15.44795  15.46822     0.050     33085     12517
  15.44710  15.46733     0.050     33090     12523
  15.44625  15.46648     0.050     33089     12528
  15.44540  15.46567     0.050     33098     12532
  15.44455  15.46493     0.050     33099     12541
  15.44370  15.46422     0.050     33100     12544
  15.44285  15.46348     0.050     33099     12554
  15.44200  15.46273     0.050     33092     12560
  15.44115  15.46189     0.050     33101     12567
  15.44030  15.46096     0.050     33100     12576
  15.43945  15.46002     0.050     33100     12574
  15.43860  15.45909     0.050     33112     12591
  15.43775  15.45816     0.050     33106     12591
  15.43690  15.45727     0.050     33107     12597
  15.43605  15.45643     0.050     33110     12607
  15.43520  15.45562     0.050     33116     12613
  15.43435  15.45488     0.050     33112     12617
  15.43350  15.45416     0.050     33113     12624
  15.43265  15.45342     0.050     33119     12635
  15.43180  15.45266     0.050     33121     12635
  15.43095  15.45182     0.050     33118     12648
  15.43010  15.45088     0.050     33122     12652
  15.42925  15.44994     0.050     33125     12663
  15.42840  15.44902     0.050     33125     12671
  15.42755  15.44808     0.050     33121     12672
  15.42670  15.44721     0.050     33131     12683
  15.42585  15.44637     0.050     33124     12688
  15.42500  15.44557     0.050     33125     12690
  15.42415  15.44484     0.050     33132     12705
  15.42330  15.44412     0.050     33135     12715
  15.42245  15.44339     0.050     33127     12718
  15.42160  15.44262     0.050     33130     12728
  15.42075  15.44177     0.050     33138     12736
  15.41990  15.44083     0.050     33139     12744
  15.41905  15.43990     0.050     33138     12748
  15.41820  15.43897     0.050     33142     12758
  15.41735  15.43803     0.050     33143     12773
  15.41650  15.43716     0.050     33137     12767
  15.41565  15.43632     0.050     33145     12777
  15.41480  15.43552     0.050     33153     12788
  15.41395  15.43479     0.050     33152     12795
  15.41310  15.43408     0.050     33148     12802
  15.41225  15.43334     0.050     33152     12819
  15.41140  15.43257     0.050     33158     12820
  15.41055  15.43171     0.050     33150     12823
  15.40970  15.43077     0.050     33157     12834
  15.40885  15.42984     0.050     33158     12845
  15.40800  15.42890     0.050     33163     12851
  15.40715  15.42796     0.050     33164     12856
  15.40630  15.42709     0.050     33156     12868
  15.40545  15.42625     0.050     33161     12877
  15.40460  15.42546     0.050     33163     12877
  15.40375  15.42474     0.050     33165     12891
  15.40290  15.42402     0.050     33165     12902
  15.40205  15.42327     0.050     33168     12901
  15.40120  15.42250     0.050     33174     12914
  15.40035  15.42163     0.050     33176     12924
  15.39950  15.42070     0.050     33177     12935
  15.39865  15.41977     0.050     33171     12940
  15.39780  15.41884     0.050     33172     12947
  15.39695  15.41791     0.050     33174     12953
